==============================================================================
fleetsimOSS.pl v2.00a
Command line: -offline
Run Date/Time: 2018-10-12 16:06:49
Running simulation.  Type 'Ctrl C' at anytime to end simulation.
Reading truck route info ...
Reading warehouse info...
Warehouse Name: Quidi Vidi Brewery; Lat: 47.58136; Long: -52.67638
Resetting all trucks...
[2018-10-12 16:06:49] Truck 0: 47.58136,-52.67638; Accident=0; Door=0; TempC=20.0
[2018-10-12 16:23:40] Truck 1: 47.53103,-52.76422; Accident=0; Door=0; TempC=21.3
[2018-10-12 16:23:40] Truck 2: 47.53815,-52.71352; Accident=0; Door=0; TempC=21.8
[2018-10-12 16:23:40] Truck 3: 47.60979,-52.76461; Accident=0; Door=0; TempC=19.9
[2018-10-12 16:23:45] Truck 0: 47.60086,-52.70154; Accident=0; Door=0; TempC=19.4
[2018-10-12 16:23:45] Truck 1: 47.52999,-52.76623; Accident=0; Door=0; TempC=21.3
[2018-10-12 16:23:45] Truck 2: 47.53789,-52.71342; Accident=0; Door=0; TempC=21.8
[2018-10-12 16:23:45] Truck 3: 47.60962,-52.76548; Accident=0; Door=0; TempC=19.9
[2018-10-12 16:23:50] Truck 0: 47.60156,-52.70257; Accident=0; Door=0; TempC=19.4
[2018-10-12 16:23:50] Truck 1: 47.52949,-52.76719; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:23:50] Truck 2: 47.53703,-52.71302; Accident=0; Door=0; TempC=21.8
[2018-10-12 16:23:50] Truck 3: 47.60952,-52.76596; Accident=0; Door=0; TempC=19.9
[2018-10-12 16:23:55] Truck 0: 47.60159,-52.70360; Accident=0; Door=0; TempC=19.4
[2018-10-12 16:23:55] Truck 1: 47.52907,-52.76810; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:23:55] Truck 2: 47.53657,-52.71273; Accident=0; Door=0; TempC=21.8
[2018-10-12 16:23:55] Truck 3: 47.60876,-52.76978; Accident=0; Door=0; TempC=19.9
[2018-10-12 16:24:00] Truck 0: 47.60138,-52.70580; Accident=0; Door=0; TempC=19.4
[2018-10-12 16:24:00] Truck 1: 47.52816,-52.77047; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:24:00] Truck 2: 47.53630,-52.71251; Accident=0; Door=0; TempC=21.8
[2018-10-12 16:24:00] Truck 3: 47.60834,-52.77189; Accident=0; Door=0; TempC=19.9
[2018-10-12 16:24:05] Truck 0: 47.60127,-52.70678; Accident=0; Door=0; TempC=19.4
[2018-10-12 16:24:05] Truck 1: 47.52767,-52.77183; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:24:05] Truck 2: 47.53555,-52.71172; Accident=0; Door=0; TempC=21.4
[2018-10-12 16:24:05] Truck 3: 47.60793,-52.77403; Accident=0; Door=0; TempC=19.9
[2018-10-12 16:24:10] Truck 0: 47.60073,-52.70822; Accident=0; Door=0; TempC=19.4
[2018-10-12 16:24:10] Truck 1: 47.52658,-52.77107; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:24:10] Truck 2: 47.53363,-52.70965; Accident=0; Door=1; TempC=21.5
[2018-10-12 16:24:10] Truck 3: 47.60748,-52.77657; Accident=0; Door=0; TempC=19.9
[2018-10-12 16:24:15] Truck 0: 47.60006,-52.70941; Accident=0; Door=0; TempC=19.4
[2018-10-12 16:24:15] Truck 1: 47.52545,-52.76982; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:24:15] Truck 2: 47.53363,-52.70965; Accident=0; Door=1; TempC=21.6
[2018-10-12 16:24:15] Truck 3: 47.60729,-52.77729; Accident=0; Door=0; TempC=19.9
[2018-10-12 16:24:20] Truck 0: 47.59965,-52.71033; Accident=0; Door=0; TempC=19.4
[2018-10-12 16:24:20] Truck 1: 47.52459,-52.77092; Accident=0; Door=1; TempC=20.4
[2018-10-12 16:24:20] Truck 2: 47.53363,-52.70965; Accident=0; Door=1; TempC=21.7
[2018-10-12 16:24:20] Truck 3: 47.60712,-52.77777; Accident=0; Door=0; TempC=19.6
[2018-10-12 16:24:25] Truck 0: 47.59918,-52.71150; Accident=0; Door=0; TempC=19.4
[2018-10-12 16:24:25] Truck 1: 47.52459,-52.77092; Accident=0; Door=1; TempC=20.5
[2018-10-12 16:24:25] Truck 2: 47.53363,-52.70965; Accident=0; Door=1; TempC=21.8
[2018-10-12 16:24:25] Truck 3: 47.60648,-52.77934; Accident=0; Door=0; TempC=19.6
[2018-10-12 16:24:30] Truck 0: 47.59891,-52.71246; Accident=0; Door=0; TempC=19.4
[2018-10-12 16:24:30] Truck 1: 47.52459,-52.77092; Accident=0; Door=1; TempC=20.6
[2018-10-12 16:24:30] Truck 2: 47.53363,-52.70965; Accident=0; Door=1; TempC=21.9
[2018-10-12 16:24:30] Truck 3: 47.60622,-52.78000; Accident=0; Door=0; TempC=19.6
[2018-10-12 16:24:35] Truck 0: 47.59883,-52.71351; Accident=0; Door=0; TempC=19.4
[2018-10-12 16:24:35] Truck 1: 47.52459,-52.77092; Accident=0; Door=1; TempC=20.7
[2018-10-12 16:24:35] Truck 2: 47.53363,-52.70965; Accident=0; Door=1; TempC=22.0
[2018-10-12 16:24:35] Truck 3: 47.60594,-52.78097; Accident=0; Door=0; TempC=19.6
[2018-10-12 16:24:40] Truck 0: 47.59860,-52.71454; Accident=1; Door=0; TempC=19.4
[2018-10-12 16:24:40] Truck 1: 47.52459,-52.77092; Accident=0; Door=1; TempC=20.8
[2018-10-12 16:24:40] Truck 2: 47.53363,-52.70965; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:24:40] Truck 3: 47.60580,-52.78157; Accident=0; Door=0; TempC=19.6
[2018-10-12 16:24:45] Truck 0: 47.59860,-52.71454; Accident=1; Door=0; TempC=19.4
[2018-10-12 16:24:45] Truck 1: 47.52459,-52.77092; Accident=0; Door=0; TempC=20.8
[2018-10-12 16:24:45] Truck 2: 47.53258,-52.70851; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:24:45] Truck 3: 47.60541,-52.78354; Accident=0; Door=0; TempC=19.6
[2018-10-12 16:24:50] Truck 0: 47.59860,-52.71454; Accident=1; Door=0; TempC=19.4
[2018-10-12 16:24:50] Truck 1: 47.52400,-52.77344; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:24:50] Truck 2: 47.53214,-52.70807; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:24:50] Truck 3: 47.60508,-52.78515; Accident=0; Door=0; TempC=19.6
[2018-10-12 16:24:55] Truck 0: 47.59860,-52.71454; Accident=1; Door=0; TempC=19.4
[2018-10-12 16:24:55] Truck 1: 47.52323,-52.77686; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:24:55] Truck 2: 47.53185,-52.70781; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:24:55] Truck 3: 47.60502,-52.78557; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:25:00] Truck 0: 47.59860,-52.71454; Accident=1; Door=0; TempC=20.3
[2018-10-12 16:25:00] Truck 1: 47.52309,-52.77810; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:25:00] Truck 2: 47.53152,-52.70755; Accident=0; Door=0; TempC=22.3
[2018-10-12 16:25:00] Truck 3: 47.60498,-52.78612; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:25:05] Truck 0: 47.59860,-52.71454; Accident=1; Door=0; TempC=20.3
[2018-10-12 16:25:05] Truck 1: 47.52318,-52.77978; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:25:05] Truck 2: 47.53122,-52.70735; Accident=0; Door=0; TempC=22.3
[2018-10-12 16:25:05] Truck 3: 47.60490,-52.78753; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:25:10] Truck 0: 47.59860,-52.71454; Accident=1; Door=0; TempC=20.3
[2018-10-12 16:25:10] Truck 1: 47.52365,-52.78640; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:25:10] Truck 2: 47.53091,-52.70718; Accident=0; Door=0; TempC=22.0
[2018-10-12 16:25:10] Truck 3: 47.60474,-52.79011; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:25:15] Truck 0: 47.59860,-52.71454; Accident=1; Door=0; TempC=20.3
[2018-10-12 16:25:15] Truck 1: 47.52385,-52.78912; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:25:15] Truck 2: 47.52896,-52.70621; Accident=0; Door=0; TempC=21.6
[2018-10-12 16:25:15] Truck 3: 47.60471,-52.79108; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:25:20] Truck 0: 47.59860,-52.71454; Accident=1; Door=0; TempC=20.3
[2018-10-12 16:25:20] Truck 1: 47.52398,-52.79009; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:25:20] Truck 2: 47.52866,-52.70609; Accident=0; Door=0; TempC=21.6
[2018-10-12 16:25:20] Truck 3: 47.60473,-52.79196; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:25:25] Truck 0: 47.59860,-52.71454; Accident=1; Door=0; TempC=20.3
[2018-10-12 16:25:25] Truck 1: 47.52443,-52.79257; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:25:25] Truck 2: 47.52833,-52.70601; Accident=0; Door=0; TempC=21.2
[2018-10-12 16:25:25] Truck 3: 47.60482,-52.79297; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:25:30] Truck 0: 47.59860,-52.71454; Accident=1; Door=0; TempC=20.3
[2018-10-12 16:25:30] Truck 1: 47.52451,-52.79377; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:25:30] Truck 2: 47.52768,-52.70594; Accident=0; Door=0; TempC=21.2
[2018-10-12 16:25:30] Truck 3: 47.60488,-52.79366; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:25:35] Truck 0: 47.59860,-52.71454; Accident=1; Door=0; TempC=20.3
[2018-10-12 16:25:35] Truck 1: 47.52417,-52.79659; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:25:35] Truck 2: 47.52743,-52.70596; Accident=0; Door=0; TempC=21.2
[2018-10-12 16:25:35] Truck 3: 47.60490,-52.79431; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:25:40] Truck 0: 47.59860,-52.71454; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:25:40] Truck 1: 47.52402,-52.79806; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:25:40] Truck 2: 47.52709,-52.70602; Accident=0; Door=0; TempC=21.2
[2018-10-12 16:25:40] Truck 3: 47.60486,-52.79698; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:25:45] Truck 0: 47.59772,-52.71675; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:25:45] Truck 1: 47.52381,-52.79943; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:25:45] Truck 2: 47.52674,-52.70613; Accident=0; Door=0; TempC=21.2
[2018-10-12 16:25:45] Truck 3: 47.60480,-52.79913; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:25:50] Truck 0: 47.59735,-52.71797; Accident=0; Door=0; TempC=21.0
[2018-10-12 16:25:50] Truck 1: 47.52358,-52.80076; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:25:50] Truck 2: 47.52594,-52.70645; Accident=0; Door=0; TempC=22.2
[2018-10-12 16:25:50] Truck 3: 47.60478,-52.79951; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:25:55] Truck 0: 47.59731,-52.71910; Accident=0; Door=0; TempC=20.2
[2018-10-12 16:25:55] Truck 1: 47.52353,-52.80171; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:25:55] Truck 2: 47.52506,-52.70683; Accident=0; Door=0; TempC=21.5
[2018-10-12 16:25:55] Truck 3: 47.60473,-52.79993; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:26:00] Truck 0: 47.59743,-52.72121; Accident=0; Door=0; TempC=20.4
[2018-10-12 16:26:00] Truck 1: 47.52360,-52.80286; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:26:00] Truck 2: 47.52458,-52.70701; Accident=0; Door=0; TempC=21.5
[2018-10-12 16:26:00] Truck 3: 47.60453,-52.80129; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:26:05] Truck 0: 47.59727,-52.72224; Accident=0; Door=0; TempC=20.4
[2018-10-12 16:26:05] Truck 1: 47.52396,-52.80515; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:26:05] Truck 2: 47.52225,-52.70794; Accident=0; Door=0; TempC=21.5
[2018-10-12 16:26:05] Truck 3: 47.60450,-52.80193; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:26:10] Truck 0: 47.59637,-52.72399; Accident=0; Door=0; TempC=20.4
[2018-10-12 16:26:10] Truck 1: 47.52419,-52.80651; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:26:10] Truck 2: 47.51983,-52.70895; Accident=0; Door=0; TempC=21.5
[2018-10-12 16:26:10] Truck 3: 47.60453,-52.80260; Accident=0; Door=0; TempC=20.9
[2018-10-12 16:26:15] Truck 0: 47.59549,-52.72589; Accident=0; Door=0; TempC=20.4
[2018-10-12 16:26:15] Truck 1: 47.52251,-52.80702; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:26:15] Truck 2: 47.51858,-52.70941; Accident=0; Door=0; TempC=21.2
[2018-10-12 16:26:15] Truck 3: 47.60460,-52.80329; Accident=0; Door=0; TempC=20.9
[2018-10-12 16:26:20] Truck 0: 47.59668,-52.72724; Accident=0; Door=0; TempC=20.4
[2018-10-12 16:26:20] Truck 1: 47.52079,-52.80760; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:26:20] Truck 2: 47.51776,-52.70965; Accident=0; Door=0; TempC=21.2
[2018-10-12 16:26:20] Truck 3: 47.60477,-52.80427; Accident=0; Door=0; TempC=20.9
[2018-10-12 16:26:25] Truck 0: 47.59786,-52.72819; Accident=0; Door=0; TempC=20.4
[2018-10-12 16:26:25] Truck 1: 47.51880,-52.80750; Accident=0; Door=0; TempC=20.5
[2018-10-12 16:26:25] Truck 2: 47.51737,-52.70973; Accident=0; Door=0; TempC=21.2
[2018-10-12 16:26:25] Truck 3: 47.60511,-52.80596; Accident=0; Door=0; TempC=20.9
[2018-10-12 16:26:30] Truck 0: 47.59877,-52.72913; Accident=0; Door=0; TempC=20.4
[2018-10-12 16:26:30] Truck 1: 47.51739,-52.80709; Accident=0; Door=1; TempC=20.6
[2018-10-12 16:26:30] Truck 2: 47.51699,-52.70979; Accident=0; Door=0; TempC=21.7
[2018-10-12 16:26:30] Truck 3: 47.60524,-52.80655; Accident=0; Door=0; TempC=20.9
[2018-10-12 16:26:35] Truck 0: 47.59947,-52.73020; Accident=0; Door=0; TempC=20.4
[2018-10-12 16:26:35] Truck 1: 47.51739,-52.80709; Accident=0; Door=1; TempC=20.7
[2018-10-12 16:26:35] Truck 2: 47.51660,-52.70982; Accident=0; Door=0; TempC=22.1
[2018-10-12 16:26:35] Truck 3: 47.60548,-52.80733; Accident=0; Door=0; TempC=20.9
Warning: User typed Ctrl-C.  Exiting.
